Transaction_ID,Client_ID,Amount,Timestamp,Location,Is_Fraud_Manual,Is_Failed,Is_Suspicious,Susp_Geo,Susp_FailCount,Susp_Amount,Failed_Count_Past,Active_Rules
1402,C017,1186.45,2025-10-09 23:11:51,"New York, US",0,0,1,1,0,0,0.0,GEO
3132,C017,7282.41,2025-10-10 02:35:58,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8191,C017,9727.49,2025-10-11 18:57:51,"Kraków, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
7537,C017,14325.44,2025-10-13 10:01:09,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1081,C017,2853.17,2025-10-14 18:29:28,"London, UK",0,1,1,1,0,0,0.0,GEO
6642,C017,1035.77,2025-10-17 18:43:38,"New York, US",0,0,1,1,0,0,0.0,GEO
9516,C017,25600.48,2025-10-18 10:39:43,"New York, US",1,0,1,0,0,1,0.0,HIGH_AMOUNT
8444,C017,2030.12,2025-10-25 11:46:47,"New York, US",0,0,1,1,0,0,0.0,GEO
5762,C017,47154.86,2025-10-30 16:04:04,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4928,C018,1257.12,2025-10-09 05:50:49,"London, UK",0,0,1,1,0,0,0.0,GEO
5141,C018,4652.29,2025-10-10 02:03:51,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1667,C018,22802.02,2025-10-11 13:24:30,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1140,C018,5841.62,2025-10-15 01:53:45,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8787,C018,1161.7,2025-10-16 20:35:43,"London, UK",0,0,1,1,0,0,0.0,GEO
3709,C018,12196.72,2025-10-18 00:05:16,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5042,C018,1149.87,2025-10-19 07:01:16,"New York, US",0,1,1,1,0,0,0.0,GEO
3193,C018,1986.27,2025-10-19 08:37:55,"London, UK",0,0,1,1,0,0,0.0,GEO
1565,C018,2047.14,2025-10-21 02:51:00,"New York, US",0,0,1,1,0,0,0.0,GEO
5720,C018,10048.55,2025-10-23 11:19:06,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2808,C018,1758.2,2025-10-24 16:33:14,"New York, US",0,0,1,1,0,0,0.0,GEO
2219,C018,1610.17,2025-10-30 02:36:30,"London, UK",0,0,1,1,0,0,0.0,GEO
4902,C019,5542.12,2025-10-05 01:58:09,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2301,C019,1233.33,2025-10-06 02:02:20,"London, UK",0,0,1,1,0,0,0.0,GEO
6093,C019,6021.66,2025-10-09 23:19:12,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6442,C019,1078.76,2025-10-12 16:32:04,"New York, US",0,0,1,1,0,0,0.0,GEO
1714,C019,1641.96,2025-10-14 02:58:01,"New York, US",0,0,1,1,0,0,0.0,GEO
2798,C019,1939.62,2025-10-16 23:01:59,"New York, US",0,0,1,1,0,0,0.0,GEO
4773,C019,1617.56,2025-10-17 00:27:36,"London, UK",0,0,1,1,0,0,0.0,GEO
7738,C019,4624.09,2025-10-18 12:16:51,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2719,C019,4544.66,2025-10-21 11:14:13,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4113,C019,16532.02,2025-10-22 13:27:30,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
9820,C019,5374.84,2025-10-23 06:45:14,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
245,C019,4111.13,2025-10-26 21:09:21,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6085,C019,4579.55,2025-10-30 13:56:20,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5805,C019,6061.44,2025-10-30 23:42:34,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1536,C020,6326.36,2025-10-05 23:40:04,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1614,C020,4192.79,2025-10-13 04:52:19,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4156,C020,5799.62,2025-10-14 11:55:54,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
170,C020,4312.92,2025-10-18 11:22:37,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2366,C020,1202.84,2025-10-19 15:17:40,"London, UK",0,0,1,1,0,0,0.0,GEO
4328,C020,8330.68,2025-10-23 11:53:41,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5510,C020,3818.99,2025-10-23 16:45:05,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8854,C020,1343.93,2025-10-28 02:40:56,"New York, US",0,0,1,1,0,0,0.0,GEO
9592,C020,3379.8,2025-10-30 10:45:00,"London, UK",0,1,1,0,0,1,0.0,HIGH_AMOUNT
556,C021,11395.88,2025-10-04 02:00:05,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1423,C021,10536.69,2025-10-08 18:05:08,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7230,C021,1013.48,2025-10-18 01:52:45,"London, UK",0,0,1,1,0,0,0.0,GEO
1033,C021,6675.5,2025-10-19 13:28:38,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1310,C021,2989.81,2025-10-20 13:48:00,"New York, US",0,0,1,1,0,0,0.0,GEO
7831,C021,3964.8,2025-10-25 14:58:59,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4750,C021,6927.73,2025-10-27 06:13:31,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9656,C022,3951.4,2025-10-01 17:11:56,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1260,C022,4028.07,2025-10-04 18:48:03,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4488,C022,5523.82,2025-10-04 21:39:36,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
205,C022,18920.78,2025-10-07 01:05:54,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
