Transaction_ID,Client_ID,Amount,Timestamp,Location,Is_Fraud_Manual
1227,C089,69.89,2025-10-02 00:02:03,"Warszawa, PL",0
971,C070,811.39,2025-10-02 00:04:31,"New York, US",0
6433,C093,335.42,2025-10-02 00:05:51,"Kraków, PL",0
6598,C071,424.41,2025-10-02 00:06:56,"New York, US",0
3383,C069,72.91,2025-10-02 00:08:02,"New York, US",0
964,C003,68.46,2025-10-02 00:09:21,"Kraków, PL",0
7325,C060,78.57,2025-10-02 00:12:19,"Warszawa, PL",0
4532,C063,451.43,2025-10-02 00:23:30,"New York, US",0
4678,C082,151.53,2025-10-02 00:37:26,"Warszawa, PL",0
3942,C013,45.39,2025-10-02 00:39:07,"Warszawa, PL",0
186,C017,86.23,2025-10-02 00:40:59,"Warszawa, PL",0
9606,C065,95.93,2025-10-02 00:43:23,"Warszawa, PL",0
4140,C070,6214.76,2025-10-02 00:43:53,"Warszawa, PL",0
1286,C051,135.46,2025-10-02 00:45:06,"London, UK",0
6222,C043,156.63,2025-10-02 00:51:23,"Kraków, PL",0
7742,C041,2604.8,2025-10-02 00:53:58,"New York, US",0
2179,C035,106.08,2025-10-02 00:54:32,"London, UK",0
1569,C032,419.73,2025-10-02 00:56:03,"New York, US",0
8050,C052,1150.59,2025-10-02 01:02:56,"Kraków, PL",0
5839,C080,453.44,2025-10-02 01:06:06,"London, UK",0
3547,C005,180.57,2025-10-02 01:07:13,"Warszawa, PL",0
5506,C023,2363.5,2025-10-02 01:07:29,"New York, US",0
526,C075,238.59,2025-10-02 01:08:39,"Kraków, PL",0
3695,C032,184.54,2025-10-02 01:08:51,"New York, US",0
6018,C097,437.36,2025-10-02 01:13:53,"New York, US",0
804,C039,2672.64,2025-10-02 01:14:32,"Kraków, PL",0
5158,C031,66.6,2025-10-02 01:15:35,"London, UK",0
6007,C063,400.32,2025-10-02 01:16:34,"Kraków, PL",0
4128,C076,3097.09,2025-10-02 01:17:13,"London, UK",0
8918,C076,23.54,2025-10-02 01:22:48,"London, UK",0
7897,C068,324.82,2025-10-02 01:22:56,"New York, US",0
7990,C004,82.5,2025-10-02 01:25:30,"New York, US",0
6957,C054,259.43,2025-10-02 01:28:42,"Kraków, PL",0
2753,C093,511.83,2025-10-02 01:29:34,"Kraków, PL",0
5571,C064,87.86,2025-10-02 01:38:59,"New York, US",0
7216,C069,6685.06,2025-10-02 01:41:06,"Kraków, PL",0
8281,C018,53.3,2025-10-02 01:42:04,"Kraków, PL",0
9875,C056,12041.47,2025-10-02 01:49:24,"Warszawa, PL",0
6467,C076,42.95,2025-10-02 01:52:46,"Warszawa, PL",0
9924,C084,233.96,2025-10-02 01:53:19,"London, UK",0
2932,C070,720.21,2025-10-02 01:54:11,"Kraków, PL",0
1324,C028,451.85,2025-10-02 01:58:53,"Warszawa, PL",0
9352,C009,393.76,2025-10-02 02:09:01,"New York, US",0
4725,C012,1519.75,2025-10-02 02:12:36,"London, UK",0
3184,C072,168.64,2025-10-02 02:14:17,"Kraków, PL",0
8404,C029,201.96,2025-10-02 02:16:47,"New York, US",0
2914,C039,380.69,2025-10-02 02:21:56,"Warszawa, PL",0
9145,C021,3387.59,2025-10-02 02:25:06,"Kraków, PL",0
4819,C090,300.26,2025-10-02 02:30:26,"London, UK",0
3457,C008,708.12,2025-10-02 02:32:07,"Warszawa, PL",0
9750,C026,622.66,2025-10-02 02:32:21,"London, UK",0
9200,C076,431.1,2025-10-02 02:45:29,"London, UK",0
3881,C075,1546.1,2025-10-02 02:47:53,"London, UK",0
1073,C050,311.63,2025-10-02 02:50:36,"Warszawa, PL",0
1167,C026,959.69,2025-10-02 02:54:26,"Kraków, PL",0
6811,C049,146.02,2025-10-02 03:02:50,"Warszawa, PL",0
4646,C049,515.68,2025-10-02 03:08:28,"New York, US",0
463,C032,329.66,2025-10-02 03:16:48,"Kraków, PL",0
4959,C058,421.78,2025-10-02 03:17:09,"London, UK",0
9637,C012,207.84,2025-10-02 03:25:02,"New York, US",0
1943,C037,92.46,2025-10-02 03:30:54,"Kraków, PL",0
7725,C090,627.58,2025-10-02 03:32:14,"London, UK",0
3981,C057,657.65,2025-10-02 03:36:48,"New York, US",0
4820,C074,516.74,2025-10-02 03:37:46,"New York, US",0
1518,C001,4050.39,2025-10-02 03:42:00,"New York, US",0
8353,C047,140.57,2025-10-02 04:06:01,"Warszawa, PL",0
1760,C052,315.63,2025-10-02 04:09:28,"Warszawa, PL",0
917,C073,4620.11,2025-10-02 04:12:45,"London, UK",0
130,C083,94.37,2025-10-02 04:16:09,"New York, US",0
6270,C094,2221.71,2025-10-02 04:19:02,"Warszawa, PL",0
2037,C028,142.34,2025-10-02 04:26:51,"Warszawa, PL",0
8787,C067,919.35,2025-10-02 04:29:59,"Warszawa, PL",0
9788,C055,2373.73,2025-10-02 04:35:48,"Kraków, PL",0
3117,C095,647.98,2025-10-02 04:43:08,"Kraków, PL",1
2031,C010,1209.25,2025-10-02 04:44:29,"Kraków, PL",0
2682,C088,5389.63,2025-10-02 04:54:25,"New York, US",0
3022,C032,2383.28,2025-10-02 04:55:38,"New York, US",0
577,C075,10692.96,2025-10-02 05:05:59,"London, UK",0
5801,C035,2282.91,2025-10-02 05:06:41,"London, UK",0
1310,C006,552.49,2025-10-02 05:07:17,"New York, US",0
5987,C063,31.2,2025-10-02 05:15:29,"London, UK",0
1443,C011,212.94,2025-10-02 05:17:00,"London, UK",0
7766,C001,684.95,2025-10-02 05:26:13,"Warszawa, PL",0
3738,C017,421.76,2025-10-02 05:26:33,"Warszawa, PL",0
2665,C028,5212.91,2025-10-02 05:33:30,"New York, US",0
1206,C033,11.65,2025-10-02 05:46:13,"London, UK",0
516,C072,238.25,2025-10-02 05:48:05,"New York, US",0
5351,C015,256.45,2025-10-02 05:50:01,"New York, US",0
7456,C087,10327.77,2025-10-02 05:57:35,"London, UK",0
604,C007,499.85,2025-10-02 05:59:30,"London, UK",0
781,C021,224.32,2025-10-02 05:59:33,"New York, US",1
1717,C047,495.85,2025-10-02 06:05:56,"London, UK",0
6792,C097,96.9,2025-10-02 06:17:36,"New York, US",0
8462,C081,324.93,2025-10-02 06:21:40,"London, UK",0
4304,C005,4064.24,2025-10-02 06:21:49,"London, UK",0
2586,C095,295.61,2025-10-02 06:22:20,"Warszawa, PL",0
9445,C097,200.95,2025-10-02 06:40:45,"Kraków, PL",0
1611,C010,42.53,2025-10-02 06:49:41,"Warszawa, PL",0
7050,C020,151.25,2025-10-02 06:59:51,"Kraków, PL",0
9653,C027,97.13,2025-10-02 07:15:57,"London, UK",0
8276,C002,413.22,2025-10-02 07:30:36,"Warszawa, PL",0
5150,C088,84.5,2025-10-02 07:35:12,"Warszawa, PL",0
4139,C064,1451.58,2025-10-02 07:39:01,"London, UK",0
6462,C025,81.47,2025-10-02 07:45:43,"London, UK",0
1582,C050,83.34,2025-10-02 07:47:21,"Warszawa, PL",0
7699,C098,559.08,2025-10-02 07:49:49,"London, UK",0
2130,C061,23.09,2025-10-02 07:51:06,"Kraków, PL",0
3351,C019,334.89,2025-10-02 08:06:19,"Kraków, PL",0
8266,C084,146.8,2025-10-02 08:08:46,"Kraków, PL",0
1528,C081,583.18,2025-10-02 08:13:57,"London, UK",0
6261,C012,4173.22,2025-10-02 08:21:23,"London, UK",0
7554,C070,80.97,2025-10-02 08:28:12,"New York, US",0
4607,C028,1192.82,2025-10-02 08:35:58,"London, UK",0
9241,C004,25.25,2025-10-02 08:42:28,"New York, US",0
7371,C014,1823.72,2025-10-02 08:44:44,"Warszawa, PL",0
9090,C092,986.06,2025-10-02 08:47:27,"New York, US",0
4912,C057,1158.46,2025-10-02 08:53:52,"Warszawa, PL",0
